text,sentiment
I have got to bid ou all goodnight tweeps. Need to spend more QTwith @Mike103g the miniscule before he leaves for the week ,Positive
Tra la la la la!  might make a video later  see if i can be bothered ,Positive
@SamanthaOfUM lol that would tiiiiight but idk about money situation! ,Negative
I miss Ashley so much right now ,Negative
i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! ,Positive
is rockin' a minivan til the STi is ready. I miss it already ,Negative
"Sooooo happy right now.  I &lt;3 my old high school friends.  Miss the boy already, though. ",Negative
"@Young_SoulBlade hey, wassup? ",Positive
it seems that I'm going to lose the big #lgp2009's feast   I hope you enjoy it as much as I did!,Negative
@Shadows1990 Oh dear  should go out when your better ,Negative
@samantha247 Luckyyyy. I want to ding dong ditch with ya'll. Jealous. ,Negative
@Remy_Foster LOL I'm in your favourites 3 times!!! ,Positive
"@Destini41 Have a safe trip, Desti, and have lots of fun!!! Hope you can tweet us a lot  And give @crystalchappell 4700 kisses from us",Positive
@ryanstar http://twitpic.com/6ub7v - Great view ,Positive
mmm taco doritos=heaven in my mouth ,Positive
@MandyyJirouxx morning already ,Negative
"MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3",Positive
http://twitpic.com/8cwzd - the swimming pool of our hotel... that makes me dream of summer... in Vienna we have so far no summer ,Negative
"Plans for today: Lunch with my darling Leila, getting my hair cut... Ok, that's the good part ",Positive
@cocababy202 hahaha it washed all the sick off of me. ,Positive
@SasaLoves I'm here princess!  Need to try to eat something before I drink. Still having waves of nausea - I should have napped ,Negative
Issue of Echelon?..Are they behind some Botnets also? ..you can watch...http://tinyurl.com/c8dns8  ah..but dont think like that ,Positive
"@IsadoraR hooray for your english being done , but we are screwed for everything else ",Negative
No 12-hour coma today. I had a nightmare that shook me awake. ,Negative
@SenseiRAM We missed you ,Positive
"@jonasbrothers dear nick jonas, please teach me how to play the glockenspiel. that is just about the coolest instrument name ever. ",Positive
3 hours till SD. longest trip ever. Never again. Ate a salad n pasta at dinner n couldn't even finish my pasta. ,Negative
#goodsex get the itus ,Positive
Watching ''The Cleaner'' &amp; taking care of wifey. She's sick. ,Negative
Drinking coffee ,Positive
Good morning everyone in this twitter world! Bangun jam segini mulu  http://myloc.me/23fl,Negative
"Atlantis &amp; Hubble current location now is above Indonesia. Wave your hand guys, wave!  #fb",Positive
Another loser: i lost the game  http://tinyurl.com/cfz2lj,Negative
stuck at home in Temecula for the night  someone come save me pleaseeeeee!,Negative
@rhyanoutrageous thank you ,Positive
@MeiNg I'll settle for The Last Lecture by Randy Pausch instead. He is inspirational. ,Positive
going to bed.  i wish the hubby had more time off ,Negative
David started basic Wednesday and they took his phone for who knows how long... missing his voice and his kisses ,Negative
@Curiosafmmb  Dave yeah I prefer David actually!!. Yes he was Bill from Kill Bill. From what Ive hearded he had hung himslef ... ,Negative
@d33pak ya...but m missing my &quot;beeryani&quot; on the weekends ,Negative
so bored !  i want the Sims to hurry up and download,Negative
@persef I would gladly have him back in exchange for my sandwich though ,Negative
"@Boyislost Ok im gona go  but I dont want to be close with anyone atm, sry if it takes a min to reply im at work so i have to hide twitter",Positive
@aeroform Naptime for me. Can't keep my eyes open. ,Negative
"fed up with Windows, so Ubuntu Netbook Remix Edition is now on Kaylee ",Positive
I will never like getting up at 5 am  dumb work schedule.,Negative
@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!,Negative
"@dougiedaydream well yes but with a trilby, red wayfarers and a vintage casio watch in tow. i thought i looked good. ",Negative
@KellyOlexa it is like boxers under pants....It is to be FREE or not to BE FREE!!!! ,Positive
@GoCheeksGo i tried to vote but my phone sucks and wouldn't let me ,Negative
@mileycyrus voting has closed ,Negative
@SashaKane - That's a great mood to be in. Do you mind if I borrow it for this week?! ,Positive
@TheRealAD aw poor baby ,Negative
Photo: suneoke: saddens me that sheâs taken  *tear* lol http://tumblr.com/xgo1z1owl,Negative
Then - Brad Paisley ,Positive
giving up on having a job this summer. Managers continue to fail to call me. Looks like its going to be a long broke year. ,Negative
Rumours OS 3 being released when Apple employees get into work (9am). Therefore 5pm uk time ,Negative
uni. home work ,Negative
enjoying my week off...now comes the busy part... ,Negative
"@BecM49 i am, thanks (: i'll put you in mine ",Positive
"Checking in  Good morning twitter fam! I'm in Miami, up bright and early, ready to hit the gym! xo",Positive
@NickHexum Please play Daisy Cutter+Jackpot+the rest of Uplifter in Atlanta. That'd be a pretty good 4th of July. ,Positive
"Bank card fraud victim  $1,600 spent in 24hs. $400 at Celebrities, $400 at Richards on Richards and $800 at Safeway.",Negative
has to go. bye  http://plurk.com/p/z2e6x,Positive
taking a bath..and then go to the chruch!! ,Positive
"not good, not good. ",Negative
"@mr_billiam did you get your yabbies and your yobbos mixed up, or something?  ",Positive
@peanut2468 basically i was going 2 go 2 ur casa as soon as i got my license but u wernt home so... ,Positive
cold and flu tablets = EPIC FAIL. they dont even work ,Negative
@TheWayIRoll I don't know where is she... but I miss her  ahah goodnight honey! n.n,Negative
tired  and beleives early mornings should be illegal!,Negative
"@dontforgetchaos aaah, sorry, you know i love you really!! hee hee  ;)",Positive
@FredroC1469 most of the time ,Positive
"Oven has been on since 3:15... that's almost 3 hours!  3 loaves (1 cinnamon bread) &amp; 2.5 batches of rolls are baked. scones, not made yet ",Negative
"@Em_Love yes, and FOH played at my friends school  how unfair?",Negative
man... I'll miss the JRuby on Google App Engine talk at #railsconf ,Negative
friday night and no 1 to go party wit im a loner in my own country ,Negative
"@Stella_Holman no, orkut? ",Positive
"oh no, i need new work shoes...i broke this one! ",Negative
@paulpuddifoot your pic/avatar is gone ,Negative
"Ahh, I'm stuck... For my birthday I can either get a new phone (SMSNG Omnia) or I can get a Sky box in my room... HELP! Idk what to doooo ",Negative
@jmaxxz sssshhhhh....I run both at work ,Positive
Praying! I live like an hour away from where it happened. ,Negative
at work  then back to my baby's house ,Negative
going to 3 Horseshoes in Radnage for lunch with friends. Should be good! ,Positive
don't want to do my maths exam tomozz  iv left school for good  why make us come back and do them ,Negative
@KatiaDominos lmao yeah it is xD &amp; omg i put joe dancing to single ladies on my ipod!!! ,Positive
"F to the Y to the I: I'm now home, but my stupid phone is still @ the office, so don't bother calling or texting me tonight. ",Negative
@HURM the way i have been feeling the last few days and nights... i think i have conficker... it tried playing opossum... it didnt work ,Negative
I am ill  And that when it's such good weather! Oh my english is so bad ,Negative
out of smokes and broke as a mothafuckerrr ,Negative
Sad that @mimigee will no longer be a fixture when i go visit NYC   Good luck at school!,Negative
About to Hang out with Sadey ,Positive
wtf happened 2 the sun?? its all alex's fault (quote &quot;Wot wud u do if it started pissin it down?&quot;) rain sucks ,Negative
"at home, restingg ",Positive
U still waiting for still update! I've been sitting like a mad man all day! ,Negative
We can has OS 3 update?.......no we hasn't.   (shakes head and mopes away),Negative
need rest but need Michelle ,Negative
@tpphotography bonkers isn't it? Pocket calculator + photocell somehow = Â£Â£Â£Â£'s I've been looking for a reasonably priced one but no joy ,Negative
@PollyPocket3 do you hate us ? ,Negative
my car is dead........ what am i to do  Poor bug,Negative
"Sorry, that last was for @popculturezoo Doctor who geek speak ",Positive
@backstreetboys Happy b-day Backstreeets!!!!Hope you go for many many moree!!Thank you for ur amazing music ,Positive
@whataboutadam My sis didnt get hers either ,Negative
Morning to all! Hope its a nicer day where you are compaired to here. It's going to rain all day and the next 2 days. ,Negative
"@dannygokey Awww, Danny. Sorry I'm late!  Who wouldn't accept the offer to teach you uploading?",Positive
@RoseZag She's writing a book! It's good so far ,Positive
@mark_hadfield That's the other solution.  But it then stops genuine people from following you spontaneously based on your tweets.,Positive
@siamusic the land of replies is indeed a labourius place  at least you know you're loved!  xo,Positive
Wondering if I should take K to the release of Transformers 2 tomorrow. I hate crowds ,Negative
"Only problem was lack of sauce The sauce is awesome, but not enough ",Negative
"@divestoclimb It lets me through, but then gives a &quot;Sorry, no exact matches were found, but other tickets may still be available.&quot; error ",Negative
@Lifehigh83 I requested you. ,Positive
Having a well-deserved Guinness ,Positive
I can NOT believe my baby girl is 3!! I know I'm  lame b/c I'm actually sad about this!!I don't want her to grow up boo hoo ,Negative
"@giloi2009 Yeah I got excited by seeing that changelog, then was bitterly disappointed there's no push notifications for Facebook ",Negative
Everybody's laughing at my neon day-glow argyle socks. ,Negative
@bowwow614 In your option i have to take tha nice guy ,Positive
sunny morning ,Positive
"waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! ",Positive
hates smart-arse rookie cops on power trips who pull you over and issue $189 fines ,Negative
@WSOPlive we appreciate the unscheduled coverage. keep it up and give the crew a raise ,Positive
"@sharathpatali right on ! Just bought this new computer, will be mig easier to get code done ",Positive
i am so bored!!  well lets see i am writing my spanish paper and guess wht! schools over  FML!,Negative
woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!,Positive
@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby ,Positive
No mini vacations for the moment  Starting a week with different / many things to do. Thank you God,Negative
i have no idea how i'm going to fix things with me and landon! i want things back to normal but i don't know how and if that is possible ,Negative
